Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 24, 2021 (Tuesday)",3 p.m.,Home,Concordia (Wis.),"RIPON, Wis./Prairie Field",,,Exhibition,,History
"August 28, 2021 (Saturday)",2 p.m.,Home,Alumni Game,"RIPON, Wis./Prairie Field",,,Exhibition,,History
"September 1, 2021 (Wednesday)",4:30 p.m.,Home,Wisconsin Lutheran,"RIPON, Wis./Prairie Field",,,,"L,3-5",Box ScoreRecap
"September 2, 2021 (Thursday)",7 p.m.,Away,Rockford,"Rockford, Ill.",,,,"L,0-3",Box ScoreRecap
"September 5, 2021 (Sunday)",1 p.m.,Home,Lakeland,"RIPON, Wis./Prairie Field",,,,"W,2-1",Box ScoreRecap
"September 8, 2021 (Wednesday)",4:30 p.m.,Home,Marian (Wis.),"RIPON, Wis./Prairie Field",,,,"L,0-4",Box ScoreRecap
"September 10, 2021 (Friday)",4:30 p.m.,Home,Westminster (MO),"RIPON, Wis./Prairie Field",,,,"T,2-2(2OT)",Box ScoreRecap
"September 12, 2021 (Sunday)",3:30 p.m.,Home,Illinois Tech,"RIPON, Wis./Prairie Field",,,,"L,1-4",Box ScoreRecap
"September 15, 2021 (Wednesday)",7 p.m.,Away,Carroll (Wis.),"Waukesha, Wis.",,,,"L,0-6",Box ScoreRecap
"September 18, 2021 (Saturday)",1 p.m.,Away,Maranatha Baptist,"Watertown, Wis.",,,,"W,6-1",Box ScoreRecap
"September 22, 2021 (Wednesday)",7 p.m.,Away,UW-Eau Claire,"Eau Claire, Wis.",,,,"L,0-4",Box ScoreRecap
"September 23, 2021 (Thursday)",4:30 p.m.,Home,Marian (Wis.),"RIPON, Wis./Prairie Field",,,Varsity Reserve Game,,History
"September 25, 2021 (Saturday)",1:30 p.m.,Away,Beloit,"Beloit, Wis.",,,,"L,0-2",Box ScoreRecap
"September 29, 2021 (Wednesday)",4:30 p.m.,Home,Lake Forest,"RIPON, Wis./Prairie Field",,,,"L,1-5",Box ScoreRecap
"October 2, 2021 (Saturday)",1:30 p.m.,Home,Cornell (Iowa),"RIPON, Wis./Prairie Field",,,,"L,2-4",Box ScoreRecap
"October 6, 2021 (Wednesday)",3:30 p.m.,Home,Saint Mary's (Minn.),"RIPON, Wis./Prairie Field",,,,"W,3-2",Box ScoreRecap
"October 7, 2021 (Thursday)",4 p.m.,Home,Maranatha Baptist,"RIPON, Wis./Prairie Field",,,Varsity Reserve Game,,History
"October 9, 2021 (Saturday)",1:30 p.m.,Home,Monmouth (Ill.),"RIPON, Wis./Prairie Field",,,,"W,3-0",Box ScoreRecap
"October 13, 2021 (Wednesday)",7 p.m.,Away,Lawrence,"Appleton, Wis.",,,,"L,0-4",Box ScoreRecap
"October 16, 2021 (Saturday)",1:30 p.m.,Away,Knox,"Galesburg, Ill.",,,,"L,0-2",Box ScoreRecap
"October 19, 2021 (Tuesday)",9 p.m.,Home,Finlandia,"RIPON, Wis.",,,,"W,3-2(OT)",Box ScoreRecap
"October 21, 2021 (Thursday)",7 p.m.,Away,Marian (Wis.),"Fond du Lac, Wis.",,,Varsity Reserve Game,,History
"October 23, 2021 (Saturday)",1:30 p.m.,Away,Grinnell,"Grinnell, Iowa",,,,"L,0-6",Box ScoreRecap
"October 30, 2021 (Saturday)",1:30 p.m.,Home,Illinois College,"RIPON, Wis./Prairie Field",,,,"L,1-2",Box ScoreRecap
