0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
2024 Saint John's Fall Invitational,"Sep 14-15, 2024",2,85-79=164,+20,69th/78
Central Fall Classic,"Oct 7-8, 2024",2,82-86=168,+24,61st/70
SEASON TOTALS,SEASON TOTALS,4,332 Avg. 83.0,+11,-
