0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
2024 Saint John's Fall Invitational,"Sep 14-15, 2024",2,78-74=152,+8,t-23rd/78
Buena Vista Invite,"Sep 21-22, 2024",2,79-75=154,+10,t-8th/49
Central Fall Classic,"Oct 7-8, 2024",2,76-68=144,E,2nd/70
SEASON TOTALS,SEASON TOTALS,6,450 Avg. 75.0,+3,-
