0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Buena Vista Invite,"Sep 21-22, 2024",2,79-80=159,+15,18th/49
Central Fall Classic,"Oct 7-8, 2024",2,79-77=156,+12,t-30th/70
SEASON TOTALS,SEASON TOTALS,4,315 Avg. 78.8,+7,-
