0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
2024 Saint John's Fall Invitational,"Sep 14-15, 2024",2,95-96=191,+47,78th/78
Buena Vista Invite,"Sep 21-22, 2024",2,87-84=171,+27,40th/49
Central Fall Classic,"Oct 7-8, 2024",2,84-80=164,+20,53rd/70
SEASON TOTALS,SEASON TOTALS,6,526 Avg. 87.7,+16,-
