0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
2024 Saint John's Fall Invitational,"Sep 14-15, 2024",2,81-82=163,+19,t-67th/78
Buena Vista Invite,"Sep 21-22, 2024",2,79-82=161,+17,20th/49
Central Fall Classic,"Oct 7-8, 2024",2,-2-78=78,+6,70th/70
SEASON TOTALS,SEASON TOTALS,5,402 Avg. 80.4,+8,-
