0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
2024 Saint John's Fall Invitational,"Sep 14-15, 2024",2,74-78=152,+8,t-23rd/78
Buena Vista Invite,"Sep 21-22, 2024",2,76-76=152,+8,4th/49
Central Fall Classic,"Oct 7-8, 2024",2,77-76=153,+9,t-19th/70
SEASON TOTALS,SEASON TOTALS,6,457 Avg. 76.2,+4,-
