Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2023 (Friday)",1:30 PM,Home,Rhodes College,"Jacksonville, Ill.",,,"L,0-4",Box ScoreRecap
"September 3, 2023 (Sunday)",10:00 AM,Home,Nebraska Wesleyan University,"Jacksonville, Ill.",,,"L,1-3",Box ScoreRecap
"September 6, 2023 (Wednesday)",7:00 PM,Home,Principia College,"Jacksonville, Ill.",,,"W,4-1",Box ScoreRecap
"September 7, 2023 (Thursday)",7:00 PM,Away,University of Health Sciences & Pharmacy in St. Louis,"St. Louis, Mo.",,,"W,4-3",Box ScoreRecap
"September 13, 2023 (Wednesday)",7:00 PM,Away,Millikin University,"Decatur, Ill.",,,"L,2-4",Box ScoreRecap
"September 17, 2023 (Sunday)",4:00 PM,Home,Central College,"Jacksonville, Ill.",,,"L,0-4",Box ScoreRecap
"September 19, 2023 (Tuesday)",7:00 PM,Home,Blackburn College,"Jacksonville, Ill.",,,"W,7-0",Box ScoreRecap
"September 23, 2023 (Saturday)",11:00 AM,Away,Ripon College,"Ripon, Wis.",,,"T,1-1",Box ScoreRecap
"September 27, 2023 (Wednesday)",6:00 PM,Away,Augustana College (IL),"Rock Island, Ill.",,,"L,1-2",Box ScoreRecap
"September 30, 2023 (Saturday)",12 PM,Away,Fontbonne University,"St. Louis, Mo.",,,"W,1-0",Box ScoreRecap
"October 4, 2023 (Wednesday)",7:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"T,0-0",Box ScoreRecap
"October 7, 2023 (Saturday)",11:00 AM,Away,Grinnell College,"Grinnell, Iowa",,,"L,0-4",Box ScoreRecap
"October 10, 2023 (Tuesday)",4:30 PM,Home,Monmouth College,"Jacksonville, Ill.",,,"W,2-1",Box ScoreRecap
"October 14, 2023 (Saturday)",5:30 PM,Home,Lawrence University,"Jacksonville, Ill.",,,"L,2-4",Box ScoreRecap
"October 17, 2023 (Tuesday)",3:30 PM,Home,Faith Baptist Bible College,"Jacksonville, Ill.",,,"W,6-0",Box ScoreRecap
"October 21, 2023 (Saturday)",11:00 AM,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,0-3",Box ScoreRecap
"October 24, 2023 (Tuesday)",4:30 PM,Home,Cornell College,"Jacksonville, Ill.",,,"W,2-0",Box ScoreRecap
"October 28, 2023 (Saturday)",11:00 AM,Away,Beloit College,"Beloit, Wis.",,,"L,2-5",Box ScoreRecap
