Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 2013 (Saturday)",1:30 p.m. EST,Away,Hanover College,"Hanover, IN",,,,"W,49-13",Box ScoreRecap
"September 14, 2013 (Saturday)",1 p.m.,Home,Grinnell College,"Jacksonville, IL/England Stadium",,,,"W,42-13",Box ScoreRecap
"September 28, 2013 (Saturday)",1 p.m.,Away,Ripon College,"Ripon, WI",,,,"W,44-28",Box ScoreRecap
"October 5, 2013 (Saturday)",1 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,26-6",Box ScoreRecap
"October 12, 2013 (Saturday)",1 p.m.,Home,Lake Forest College,"Jacksonville, IL/England Stadium",,,,"W,55-7",Box ScoreRecap
"October 19, 2013 (Saturday)",2 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,37-7",Box ScoreRecap
"October 26, 2013 (Saturday)",1 p.m.,Home,Knox College,"Jacksonville, IL/England Stadium",,,Play for the Cure,"W,48-24",Box ScoreRecap
"November 2, 2013 (Saturday)",1 p.m.,Home,Monmouth College,"Jacksonville, IL/England Stadium",,,,"W,35-13",Box ScoreRecap
"November 9, 2013 (Saturday)",12 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,29-35",Box ScoreRecap
"November 16, 2013 (Saturday)",1 p.m.,Away,Carroll University,"Waukesha, WI",,,,"L,21-23",Box ScoreRecap
