Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Henderson, Erik",SO-2,22.92,2017 Dick Young Invitational,"Apr 22, 2017",1.4
,"Henderson, Erik",SO-2,23.03,2017 Jim Duncan Invitational,"Apr 14, 2017",-0.3
,"Henderson, Erik",SO-2,23.03,Monmouth Fighting Scots Outdoor,"May 6, 2017",-1.3
,"Braun, Jonathan",SR-4,23.09,2017 Dick Young Invitational,"Apr 22, 2017",1.4
,"Ampim-Darko, Papa Kojo",FR-1,23.58,2017 Dick Young Invitational,"Apr 22, 2017",1.1
