Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Braun, Jonathan",SR-4,52.50,2017 Jim Duncan Invitational,"Apr 14, 2017"
,"Ampim-Darko, Papa Kojo",FR-1,52.81,Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Brunet, Chris",SO-2,55.09,Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Brunet, Chris",SO-2,55.65,2017 Dick Young Invitational,"Apr 22, 2017"
,"Ampim-Darko, Papa Kojo",FR-1,56.23,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Gregor, Justin",FR-1,57.86,Embry-Riddle Spike's Classic (Collegiate),"Mar 31, 2017"
,"Brunet, Chris",SO-2,58.23,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Collins, Sam",SO-2,58.39,Monmouth Fighting Scots Outdoor,"May 6, 2017"
,"Collins, Sam",SO-2,58.71,Midwest Conference Outdoor Championship,"May 12, 2017"
,"Brunet, Chris",SO-2,1:00.31,2017 Kip Janvrin Open,"Apr 27, 2017"
