Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:29.41,"Braun, Ampim-Darko, Ogasawara, O'Reilly",2017 Jim Duncan Invitational,"Apr 14, 2017"
,3:31.86,"Ampim-Darko, Ogasawara, Crail, O'Reilly",Midwest Conference Outdoor Championship,"May 12, 2017"
,3:34.07,"Braun, Ampim-Darko, Ogasawara, Crail",2017 Cornell Invite,"Apr 8, 2017"
,3:35.55,"Crail, Ogasawara, Ampim-Darko, O'Reilly",Monmouth Fighting Scots Outdoor,"May 6, 2017"
,3:48.68,"Henderson, O'Reilly, Gregor, Gallagher",2017 Cornell Invite,"Apr 8, 2017"
,3:50.25,"Crail, Henderson, Brunet, Gallagher",2017 Dick Young Invitational,"Apr 22, 2017"
,3:57.38,"Gregor, Phipps, Gregorich-Trevo, Collins",2017 Dick Young Invitational,"Apr 22, 2017"
