Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2012 (Saturday)",1 p.m.,Home,Hanover College,"Jacksonville, IL/England Stadium",,,,"W,51-28",Box ScoreRecap
"September 8, 2012 (Saturday)",1 p.m.,Away,Grinnell College,"Grinnell, IA",,,,"W,53-20",Box ScoreRecap
"September 22, 2012 (Saturday)",1 p.m.,Home,Ripon College,"Jacksonville, IL/England Stadium",,,,"W,46-21",Box ScoreRecap
"September 29, 2012 (Saturday)",1 p.m.,Home,Lawrence University,"Jacksonville, IL/England Stadium",,,Play for the Cure,"W,56-20",Box ScoreRecap
"October 6, 2012 (Saturday)",1:30 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,28-35",Box ScoreRecap
"October 13, 2012 (Saturday)",1 p.m.,Home,Beloit College,"Jacksonville, IL/England Stadium",,,,"W,31-9",Box ScoreRecap
"October 20, 2012 (Saturday)",1 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,49-29",Box ScoreRecap
"October 27, 2012 (Saturday)",1 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,34-31",Box ScoreRecap
"November 3, 2012 (Saturday)",1 p.m.,Home,Cornell College,"Jacksonville, IL/England Stadium",,,,"W,50-28",Box ScoreRecap
"November 10, 2012 (Saturday)",1 p.m.,Home,Carroll University,"Jacksonville, IL/England Stadium",,,,"L,14-49",Box ScoreRecap
