Stat,Value,Player/Opponent
Rushes,48,vs Cornell College (11/12/2022)
Yards Rushing,351,vs Lake Forest (10/22/2022)
TD Rushes,5,vs Univ. of Chicago (10/29/2022)
Pass Attempts,36,vs Beloit (10/01/2022)
Pass Completions,16,vs Monmouth (IL) (09/10/2022)
Yards Passing,309,vs Monmouth (IL) (09/10/2022)
TD Passes,4,vs Monmouth (IL) (09/10/2022)
