Date,Opponent,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Date,Opponent,ATT,YDS,TD,Long,ATT,YDS,TD,Long,YDS,TD,Long,ATT,YDS,TD,Long,ATT,YDS,TD,Long
09/10/2022,Grinnell,34,126,2,61,16,338,4,81,309,4,81,1,0,0,0,3,33,0,15
9/17/2022,Grinnell College,33,144,1,26,12,88,0,15,88,0,15,1,16,0,16,1,0,0,0
10/01/2022,Grinnell,28,68,1,34,16,169,1,45,169,1,45,5,105,0,38,3,15,0,12
10/08/2022,Grinnell,33,238,4,41,9,134,2,44,134,2,44,0,0,0,0,5,172,1,83
10/15/2022,Grinnell,46,259,4,46,0,0,0,0,0,0,0,1,22,0,22,0,0,0,0
10/22/2022,Grinnell,36,351,4,70,10,117,3,32,117,3,32,1,2,0,2,4,7,0,6
10/29/2022,Grinnell,39,248,5,44,8,138,3,45,138,3,45,0,0,0,0,5,74,0,29
11/12/2022,Grinnell,48,316,4,57,5,98,2,48,98,2,48,0,0,0,0,1,7,0,7
