#,Player,Games Played GP
1,"Baird, Henry",6
35,"Bean, Garret",8
30,"Bishop, Breck",7
41,"Blanchard, Greyson",7
11,"Burton, Clayton",8
77,"Carson, Connor",2
86,"Cerrato, Ben",6
98,"Chu, Travis",8
76,"Clark, Joshua",2
5,"Cooper, Davis",7
65,"Cornforth, Miles",7
21,"Dworkin, Henry",1
23,"Ehrlich, Max",5
20,"Fitzgerald, Keaton",8
71,"Ford, Matthew",8
34,"Greene, Bert",7
62,"Haggerty, Sean",6
31,"Henehan, Charlie",1
14,"Hong, Jio",7
12,"Hootstein, Avery",7
15,"Johanson, Kevin",8
3,"Johnson, Tim",8
8,"Jones, Josh",8
45,"Kaloiani, Paata",1
44,"Khater, Adam",8
99,"Kozhaya, Andrew",3
55,"Lawrence, TJ",8
7,"Morri, Ricky",8
9,"Nissen, Scott",6
56,"O'Malley, Finn",5
92,"Porter, Luke",8
6,"Quintana, David",1
24,"Quirk, Danny",8
32,"Reyes, Will",5
19,"Rhinehart, Nick",7
54,"Self, Nick",2
16,"Semmen, Seth",5
50,"Skinner, Landon",8
13,"Smith, Connor",3
18,"Sniff, Ilya",1
4,"Stefan, Luke",6
33,"Stoller, Evan",5
69,"Taylor, Tyrell",8
17,"Tennicott, Brandon",5
40,"Uchino, Hero",1
58,"Urias Jr., Rene",4
42,"Walters, Luke",5
22,"Werner, Hugh",8
9,"Wilson, Garrett",8
2,"Woodhouse, Grayson",6
