Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 11, 2007 (Sunday)",,Away,Augustana,"Rock Island, IL",,,"W,8-1",
"February 17, 2007 (Saturday)",,Home,Westminster,"Grinnell, IA",,,"W,9-0",
"February 17, 2007 (Saturday)",,Home,Nebraska Wesleyan,"Grinnell, IA",,,"W,8-1",
"February 23, 2007 (Friday)",,Neutral,UW-Oshkosh,"Cedar Rapids, IA",,,"W,5-4",
"March 4, 2007 (Sunday)",,Away,Carleton,"Burnsville, MN",,,"L,4-5",
"March 10, 2007 (Saturday)",,Home,St. Norbert,"Grinnell, IA",,,"W,9-0",
"March 10, 2007 (Saturday)",,Home,St. Ambrose,"Grinnell, IA",,,"W,9-0",
"March 16, 2007 (Friday)",,Neutral,UW-Whitewater,"Cedar Rapids, IA",,,"L,1-8",
"March 17, 2007 (Saturday)",,Home,Beloit,"Grinnell, IA",,,"W,9-0",
"March 18, 2007 (Sunday)",,Neutral,Otterbein,"Orlando, FL",,,"W,8-1",
"March 19, 2007 (Monday)",,Neutral,Illinois Wesleyan,"Orlando, FL",,,"W,8-1",
"March 20, 2007 (Tuesday)",,Neutral,Babson,"Orlando, FL",,,"W,9-0",
"March 21, 2007 (Wednesday)",,Neutral,Chicago,"Orlando, FL",,,"L,4-5",
"March 22, 2007 (Thursday)",,Neutral,Calvin,"Orlando, FL",,,"L,2-7",
"March 31, 2007 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"W,6-0",
"March 31, 2007 (Saturday)",,Neutral,Illinois College,"Lake Forest, IL",,,"W,6-0",
"April 1, 2007 (Sunday)",,Away,Coe,"Cedar Rapids, IA",,,"L,1-8",
"April 1, 2007 (Sunday)",,Neutral,Wartburg,"Cedar Rapids, IA",,,"W,7-2",
"April 6, 2007 (Friday)",,Home,Ripon,"Grinnell, IA",,,"W,9-0",
"April 7, 2007 (Saturday)",,Neutral,Luther,"Rochester, MN",,,"L,2-7",
"April 17, 2007 (Tuesday)",,Home,Central,"Grinnell, IA",,,"W,8-1",
"April 21, 2007 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,9-0",
"April 21, 2007 (Saturday)",,Away,Monmouth,"Monmouth, IL",,,"W,9-0",
"April 22, 2007 (Sunday)",,Away,Creighton University,"Omaha, NE",,,"L,3-4",
"April 27, 2007 (Friday)",,Neutral,St. Norbert (MWC Tournament Semifinal),"Madison, WI",,,"W,5-2",
"April 27, 2007 (Friday)",,Neutral,Ripon (MWC Tournament Championship),"Madison, WI",,,"W,6-0",
"April 27, 2007 (Friday)",,Neutral,Midwest Conference Tournament,"Madison, WI",,,1st/10 Teams,
"May 4, 2007 (Friday)",,Neutral,Luther (NCAA D-III National First Round),"Saint Peter, MN",,,"L,3-5",
