Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Galowitz, Kylie",JR-3,11.39m,"37' 4.5""",Dutch Athletic Classic,"Jan 17, 2025"
,"Myers-Rafferty, Emma",SO-2,9.00m,"29' 6.5""",Dutch Athletic Classic,"Jan 17, 2025"
,"Strovers, Maddy",JR-3,8.24m,"27' 0.5""",Dutch Athletic Classic,"Jan 17, 2025"
