Unnamed: 0,Time,Athletes,Meet,Meet Date
,52.67,"Bresnahan, Kessel, Maddaus, Bresette-Buccin",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,53.66,"Bresnahan, Kessel, Maddaus, Holtzman",2016 Jim Duncan Invitational,"Apr 15, 2016"
