Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2016 (Thursday)",4 p.m.,Home,Moody Bible,"RIPON, Wis./Prairie Field",,,"W,3-0",Box ScoreRecap
"September 3, 2016 (Saturday)",3:30 p.m.,Home,Maranatha Baptist  University,"RIPON, Wis./Prairie Field",,,"L,1-5",Box ScoreRecap
"September 6, 2016 (Tuesday)",4:30 p.m.,Home,Edgewood College,"RIPON, Wis./Prairie Field",,,"L,0-7",Box ScoreRecap
"September 8, 2016 (Thursday)",4:30 p.m.,Away,Lakeland College,"Plymouth, Wis.",,,"W,3-2",Box ScoreRecap
"September 14, 2016 (Wednesday)",7 p.m.,Away,Illinois Institute of Technology,"Chicago, Ill.",,,"L,0-2",Box ScoreRecap
"September 18, 2016 (Sunday)",3 p.m.,Away,Northland College,"Ashland, Wis.",,,"W,1-0",Box ScoreRecap
"September 21, 2016 (Wednesday)",4:30 p.m.,Away,Marian University,"Fond du Lac, Wis.",,,CANCELLED - LIGHTNING,
"September 24, 2016 (Saturday)",1 p.m.,Home,Monmouth College,"RIPON, Wis./Prairie Field",,,"L,0-4",Box ScoreRecap
"September 25, 2016 (Sunday)",1 p.m.,Home,Cornell College,"RIPON, Wis./Prairie Field",,,"L,1-3",Box ScoreRecap
"October 1, 2016 (Saturday)",1 p.m.,Away,St. Norbert College,De Pere. Wis./ West De Pere High School,,,"L,1-4",Box ScoreRecap
"October 4, 2016 (Tuesday)",4:15 p.m.,Home,Beloit College,"RIPON, Wis./Prairie Field",,,"L,0-1",Box ScoreRecap
"October 7, 2016 (Friday)",7 p.m.,Home,Dordt College (Iowa),"WAUPUN, Wis.",,,"L,0-4",Box ScoreRecap
"October 9, 2016 (Sunday)",2 p.m.,Away,Bethany Lutheran College,"Mankato, Minn.",,,"W,5-1",Box ScoreRecap
"October 15, 2016 (Saturday)",1 p.m.,Away,Illinois College,"Jacksonville, Ill.",,,"L,0-1",Box ScoreRecap
"October 16, 2016 (Sunday)",1 p.m.,Away,Knox College,"Galesburg, Ill.",,,"L,0-4",Box ScoreRecap
"October 22, 2016 (Saturday)",1 p.m.,Home,Grinnell College,"RIPON, Wis./Prairie Field",,,"L,1-4",Box ScoreRecap
"October 25, 2016 (Tuesday)",7 p.m.,Away,Lawrence University,"Appleton, Wis.",,,"L,1-3",Box ScoreRecap
"October 30, 2016 (Sunday)",12 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,0-9",Box ScoreRecap
