Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 14, 2011 (Monday)",5 p.m. EDT,Neutral,Springfield College,,,,"25 Rebel Games Kissimmee, Fla.","L,4-3",
"March 14, 2011 (Monday)",3 p.m. EDT,Neutral,Westminster (Pa.) College,,,,"25 Rebel Games Kissimmee, Fla.","L,7-58 inn.",
"March 15, 2011 (Tuesday)",9 a.m. EDT,Neutral,Claremont-Mudd-Scripps Colleges,,,,"25 Rebel Games Kissimmee, Fla.","L,5-1",
"March 15, 2011 (Tuesday)",1 p.m. EDT,Neutral,Millikin Univ.,,,,"25 Rebel Games Kissimmee, Fla.","L,4-3",
"March 16, 2011 (Wednesday)",1 p.m. EDT,Neutral,Illinois Wesleyan Univ.,,,,"25 Rebel Games Kissimmee, Fla.","L,8-0",
"March 16, 2011 (Wednesday)",5 p.m. EDT,Neutral,Simpson College,,,,"25 Rebel Games Kissimmee, Fla.","W,1-0",
"March 17, 2011 (Thursday)",9 a.m. EDT,Neutral,Farmingdale State College,,,,"25 Rebel Games Kissimmee, Fla.","L,8-3",
"March 17, 2011 (Thursday)",11 a.m. EDT,Neutral,Ramapo College,,,,"25 Rebel Games Kissimmee, Fla.","W,5-1",
"March 18, 2011 (Friday)",9 a.m. EDT,Neutral,College of St. Benedict,,,,"25 Rebel Games Kissimmee, Fla.","W,11-2",
"March 18, 2011 (Friday)",11 a.m. EDT,Neutral,Univ. of Dubuque,,,,"25 Rebel Games Kissimmee, Fla.","L,8-4",
"April 2, 2011 (Saturday)",1 p.m.,Away,Carroll Univ.,,,,,"W,13-10",
"April 2, 2011 (Saturday)",1 p.m.,Away,Carroll Univ.,,,,,"W,12-5",
"April 3, 2011 (Sunday)",Noon,Away,UW-Whitewater,,,,,"L,11-7",
"April 3, 2011 (Sunday)",Noon,Away,UW-Whitewater,,,,,"L,8-0",
"April 9, 2011 (Saturday)",11 a.m.,Neutral,Monmouth College,,,,"25 Midwest Conference Classic Dawson Fields - Janesville, Wis.","L,6-58 inn.",
"April 9, 2011 (Saturday)",3 p.m.,Neutral,Knox College,,,,"25 Midwest Conference Classic Dawson Fields - Janesville, Wis.","W,4-0",
"April 9, 2011 (Saturday)",5 p.m.,Neutral,Grinnell College,,,,"25 Midwest Conference Classic Dawson Fields - Janesville, Wis.","W,14-6",
"April 10, 2011 (Sunday)",Noon,Neutral,Illinois College,,,,"25 Midwest Conference Classic Dawson Fields - Janesville, Wis.","W,8-5",
"April 10, 2011 (Sunday)",2 p.m.,Neutral,Lake Forest College,,,,"25 Midwest Conference Classic Dawson Fields - Janesville, Wis.","W,5-0",
"April 12, 2011 (Tuesday)",3 p.m.,Away,Lakeland College,,,,,"W,14-3",
"April 12, 2011 (Tuesday)",3 p.m.,Away,Lakeland College,,,,,"W,11-1",
"April 15, 2011 (Friday)",3 p.m.,Home,Marian Univ.,,,,,"W,12-2",
"April 15, 2011 (Friday)",3 p.m.,Home,Marian Univ.,,,,,"W,9-1",
"April 18, 2011 (Monday)",3 p.m.,Away,UW-Oshkosh,,,,,"L,9-2",
"April 18, 2011 (Monday)",3 p.m.,Away,UW-Oshkosh,,,,,"L,3-2",
"April 25, 2011 (Monday)",3 p.m.,Home,Ripon College,,,,,"L,5-0",
"April 25, 2011 (Monday)",3 p.m.,Home,Ripon College,,,,,"W,3-2",
"April 27, 2011 (Wednesday)",3 p.m.,Away,Lawrence Univ.,,,,,"W,8-0",
"April 27, 2011 (Wednesday)",3 p.m.,Away,Lawrence Univ.,,,,,"L,4-3",
"April 30, 2011 (Saturday)",12:30 p.m.,Home,Beloit College,,,,,"W,9-0",
"April 30, 2011 (Saturday)",12:30 p.m.,Home,Beloit College,,,,,"W,9-1",
"May 3, 2011 (Tuesday)",3 p.m.,Home,UW-Stevens Point,,,,,"L,9-5",
"May 3, 2011 (Tuesday)",3 p.m.,Home,UW-Stevens Point,,,,,"L,8-78 inn.",
"May 6, 2011 (Friday)",10 a.m.,Neutral,Monmouth College,,,,"25 Midwest Conference Tournament at Tracy Field - Ripon, Wis.","W,5-4",
"May 6, 2011 (Friday)",4 p.m.,Away,Ripon College,,,,"25 Midwest Conference Tournament at Tracy Field - Ripon, Wis.","L,8-3",
"May 7, 2011 (Saturday)",10 a.m.,Neutral,Monmouth College,,,,"25 Midwest Conference Tournament at Tracy Field - Ripon, Wis.","W,4-3",
"May 7, 2011 (Saturday)",Noon,Away,Ripon College,,,,"25 Midwest Conference Tournament at Tracy Field - Ripon, Wis.","W,7-1",
"May 7, 2011 (Saturday)",2:30 p.m.,Away,Ripon College,,,,"25 Midwest Conference Tournament at Tracy Field - Ripon, Wis.","L,7-1",
