Name,GP,PF,PF/G
"#34 Booher, Sara",23,50,2.2
"#14 Lillis, Erin",21,44,2.1
"#20 Rockwell, Aiyana",23,40,1.7
"#25 Dougherty, Annabel",21,33,1.6
"#13 Marsh, Grace",22,31,1.4
"#10 Ware, Nikki",18,29,1.6
"#15 Hall, P.K.",23,26,1.1
"#22 Thomas, Skylar",23,23,1.0
"#35 Toay, Sarah",12,17,1.4
"#11 Carchidi, Eva",20,12,0.6
"#32 Ericksen, Kelsey",23,12,0.5
"#24 Filkins, Annie",7,7,1.0
"#33 Friedman, Elena",11,2,0.2
"#05 Cordes, Eleanor",2,1,0.5
