Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2016 (Thursday)",,Home,Wisconsin Lutheran College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-2",
"September 4, 2016 (Sunday)",,Home,Bethany Lutheran,"Beloit, Wis./Strong Complex Soccer Field",,,"W,2-1",
"September 9, 2016 (Friday)",,Away,Rockford University,"Rockford, IL",,,"W,3-1",
"September 11, 2016 (Sunday)",,Home,Iowa Wesleyan University,"Beloit, Wis./Strong Complex Soccer Field",,,"W,3-2",
"September 14, 2016 (Wednesday)",,Home,Marian University,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-3",
"September 18, 2016 (Sunday)",,Home,Lake Forest College,/Strong Complex Soccer Field,,,"L,1-2",
"September 24, 2016 (Saturday)",,Home,Grinnell College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-4",
"September 25, 2016 (Sunday)",,Home,Knox College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-3",
"October 1, 2016 (Saturday)",,Away,Cornell College,"Mount Vernon, IA",,,"T,1-1",
"October 4, 2016 (Tuesday)",,Away,Ripon College,"Ripon, WI",,,"W,1-0",
"October 11, 2016 (Tuesday)",,Home,Edgewood College,"Beloit, Wis./Strong Complex Soccer Field",,,"W,3-1",
"October 15, 2016 (Saturday)",,Away,Monmouth College,"Monmouth, IL",,,"L,1-2",
"October 16, 2016 (Sunday)",,Away,Illinois College,"Jacksonville, IL",,,"L,1-4",
"October 22, 2016 (Saturday)",,Away,St. Norbert College,De Pere. WI,,,"L,0-4",
"October 29, 2016 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Strong Complex Soccer Field",,,"W,1-0",
