0,1,2,3,4,5
Grinnell College,316,327,643,67,14th
Peter Marsho,75,75,150,6,t-12th
Chris Marsho,82,82,164,20,t-63rd
Ethan Kenvarg#,83,82,165,21,t-73rd
Jon Cohen,83,83,166,22,t-75th
James Borrasso,78,89,167,23,t-79th
Ian Luby,81,87,168,24,t-81st
Logan Granera#,87,90,177,33,98th
