0,1,2,3,4,5
Grinnell,339,324,663,87,20th
Peter Marsho,78,77,155,11,t-27th
Jared Dye,88,80,168,24,t-85th
James Borrasso,84,87,171,27,98th
Chris Marsho,89,84,173,29,t-100th
Ian Luby,92,83,175,31,t-105th
