0,1,2,3,4,5
Grinnell College,357,353,710,142,13th
Jared Dye,86,79,165,23,t-27th
Jon Cohen,85,83,168,26,t-35th
Ian Luby,89,84,173,31,t-52nd
Travis Palmer,97,107,204,62,66th
