Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 31, 2007 (Friday)",1:00 p.m.,Away,University of Northwestern (MN),"St. Paul, Minn.",,,"L,1-3",Recap
"August 31, 2007 (Friday)",5:00 p.m.,Neutral,North Central University (MN),Roseville (Northwestern College),,,"W,3-0",Recap
"September 1, 2007 (Saturday)",1:00 p.m.,Neutral,St. Olaf,Arden Hills (Bethel),,,"L,2-3",Recap
"September 1, 2007 (Saturday)",11:00 a.m.,Away,Bethel University,"St. Paul, MN",,,"L,0-3",Recap
"September 7, 2007 (Friday)",4:00 p.m.,Neutral,University of St. Thomas,Minneapolis (Augsburg College),,,"L,0-3",Recap
"September 7, 2007 (Friday)",8:00 p.m.,Neutral,Northland College,Minneapolis (Augsburg College),,,"W,3-2",Recap
"September 8, 2007 (Saturday)",11:00 a.m.,Neutral,University of Wisconsin-Stout,Minneapolis (Augsburg College),,,"L,0-3",Recap
"September 8, 2007 (Saturday)",1:00 p.m.,Neutral,University of Northwestern (MN),Minneapolis (Augsburg College),,,"L,1-3",Recap
"September 12, 2007 (Wednesday)",7:00 p.m.,Away,Carleton College,"Northfield, MN",,,"L,0-3",Recap
"September 18, 2007 (Tuesday)",7:00 p.m.,Away,Saint Mary's University (Minn.),"Winona, MN",,,"L,1-3",Recap
"September 22, 2007 (Saturday)",3:00 p.m.,Away,Concordia College (Minn.),"Moorhead, MN",,,"L,0-3",Recap
"September 28, 2007 (Friday)",7:00 p.m.,Away,Bethel University,"St. Paul, MN",,,"L,0-3",Recap
"September 29, 2007 (Saturday)",3:00 p.m.,Away,Augsburg University,"Minneapolis, MN",,,"L,0-3",Recap
"October 3, 2007 (Wednesday)",7:00 p.m.,Away,St. Catherine University,"St. Paul, MN",,,"L,0-3",Recap
"October 5, 2007 (Friday)",2:00 p.m.,Neutral,Wartburg College,St. Paul (Hamline University),,,"L,0-3",Recap
"October 5, 2007 (Friday)",6:00 p.m.,Neutral,Cornell College,St. Paul (Hamline University),,,"L,0-3",Recap
"October 6, 2007 (Saturday)",9:00 a.m.,Neutral,Loras College,St. Paul (Hamline University),,,"L,1-3",Recap
"October 6, 2007 (Saturday)",1:00 p.m.,Neutral,University of Dubuque,St. Paul (Hamline University),,,"W,3-2",Recap
"October 9, 2007 (Tuesday)",7:00 p.m.,Away,College of Saint Benedict,"St. Joseph, MN",,,"L,0-3",Recap
"October 16, 2007 (Tuesday)",7:00 p.m.,Away,University of Wisconsin - River Falls,"River Falls, WI",,,"L,2-3",Recap
"October 19, 2007 (Friday)",7:00 p.m.,Away,University of St. Thomas,"St. Paul, MN",,,"L,0-3",Recap
"October 20, 2007 (Saturday)",3:00 p.m.,Away,St. Olaf College,"Northfield, MN",,,"L,0-3",Recap
"October 24, 2007 (Wednesday)",7:00 p.m.,Away,Gustavus Adolphus College,"St. Peter, MN",,,"L,1-3",Recap
"October 26, 2007 (Friday)",7:00 p.m.,Away,Hamline University,"St. Paul, MN",,,"L,1-3",Recap
