#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
11.0,"Vermeulen, Kathryn 11Vermeulen, Kathryn",3.68,1.62,5-1,8-8,6,0-0,0,45.2,53,29,24,20,19,13,2,2,180,0.294,5,5,0,6,5,View Bio
8.0,"Kohler, Lane 8Kohler, Lane",3.68,1.79,2-0,7-3,0,0-0,0,19.0,24,13,10,10,7,4,0,2,79,0.304,1,1,0,1,0,View Bio
19.0,"O'Bryan, Maddy 19O'Bryan, Maddy",5.53,1.76,5-3,8-5,3,1-0,0,38.0,55,33,30,12,13,11,0,1,158,0.348,1,4,0,3,4,View Bio
,Totals,4.36,1.7,12-4,23-16,9,1,0,102.2,132,75,64,42,39,28,2,5,417,0.317,7,10,0,10,9,
,Opponents,6.91,2.14,4-12,29-16,6,0,0,100.1,177,123,99,37,61,39,7,6,474,0.373,11,16,0,10,8,
