Statistic,High,Player,Opponent
PUTOUTS,16,J. Oda,Wis.-Stevens Point (4/9/2022)
ASSISTS,6,A. Ramirez,Wis.-Stevens Point (4/9/2022)
ERRORS,2,Amanda Ramirez; Samantha Chu; Lizzy Vermeulen; E. DiGiacomo Zahller,St Catherine Univ (2/26/2022); Ripon (4/24/2022); Monmouth (Ill.) (5/7/2022); St. Olaf College (3/25/2022); Monmouth (Ill.) (4/2/2022)
PASSED BALLS,2,Kyra Killion; K. Killion,St Catherine Univ (2/26/2022); Wis.-Stevens Point (4/9/2022)
DPS TURNED,1,Samantha Chu; Amanda Ramirez; Alexa Okada,St Catherine Univ (2/26/2022); Tufts (3/20/2022); Knox (4/3/2022); Lawrence (4/23/2022); Lawrence (4/23/2022)
