Statistic,High,Opponent
PUTOUTS,27,Wis.-Stevens Point (4/9/2022); Ripon (4/24/2022)
ASSISTS,18,Wis.-Stevens Point (4/9/2022)
ERRORS,4,Monmouth (Ill.) (5/7/2022); St. Olaf College (3/25/2022)
PASSED BALLS,2,St Catherine Univ (2/26/2022); Wis.-Stevens Point (4/9/2022)
DPS TURNED,1,St Catherine Univ (2/26/2022); Tufts (3/20/2022); Knox (4/3/2022); Lawrence (4/23/2022); Lawrence (4/23/2022)
