Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
2/26/2022,vs,St. Olaf College,W,7-6,7.0,10,6,6,2,2,2,0,1,1,0,2,0,1,0,0,6.0
2/26/2022,vs,St Catherine Univ,L,2-13,6.0,14,13,10,9,1,2,0,0,1,0,1,0,1,1,0,11.67
2/27/2022,vs,St Catherine Univ,L,0-8,5.1,9,8,7,3,1,5,0,0,0,0,1,0,1,2,0,9.19
2/27/2022,vs,Luther College,L,2-5,7.0,13,5,5,4,0,1,0,0,0,0,1,0,1,3,0,5.0
3/20/2022,vs,Middlebury,L,0-8,4.1,14,8,7,4,3,2,0,3,0,0,0,0,1,4,0,11.31
3/20/2022,vs,Tufts,L,0-7,7.0,9,7,5,6,2,1,0,0,2,0,1,0,1,5,0,5.0
3/21/2022,vs,MIT,L,0-7,7.0,13,7,7,1,2,1,0,0,0,0,3,0,1,6,0,7.0
3/21/2022,vs,UW-Oshkosh,L,5-8,6.0,11,8,4,5,1,1,0,0,4,0,0,0,1,7,0,4.67
3/22/2022,vs,Colby,W,6-5,7.0,7,5,4,7,1,2,0,0,1,0,1,0,2,7,1,4.0
3/22/2022,vs,St. Ambrose,L,3-11,5.0,9,11,11,8,2,2,0,0,6,0,0,0,2,8,0,15.4
3/23/2022,vs,Wis.-Eau Claire,W,7-4,7.0,8,4,3,0,3,1,1,0,0,0,1,0,3,8,0,3.0
3/25/2022,vs,Trinity (Conn.),W,5-4,7.0,8,4,3,1,5,3,0,0,2,0,0,0,4,8,1,3.0
3/25/2022,vs,St. Olaf College,W,9-8,8.0,11,8,6,5,4,0,0,1,2,0,2,0,5,8,0,5.25
4/2/2022,at,Monmouth (Ill.),W,7-3,7.0,7,3,2,4,3,2,0,0,1,0,1,0,6,8,0,2.0
4/2/2022,at,Monmouth (Ill.),L,6-7,6.2,13,7,6,2,4,2,0,0,1,0,1,0,6,9,0,6.3
4/3/2022,,Knox,W,9-1,5.0,5,1,0,1,2,0,0,0,0,0,1,0,7,9,0,0.0
4/3/2022,,Knox,W,9-1,6.0,4,1,0,1,5,0,0,0,0,0,0,0,8,9,0,0.0
4/9/2022,,Wis.-Stevens Point,L,1-5,7.0,12,5,4,5,6,1,0,0,0,0,0,0,8,10,0,4.0
4/9/2022,,Wis.-Stevens Point,L,6-10,9.0,13,10,9,9,0,4,1,0,1,0,0,0,8,11,0,7.0
4/12/2022,at,Coe College,W,3-2,7.0,4,2,2,2,2,1,1,0,3,0,0,0,9,11,0,2.0
4/12/2022,at,Coe College,L,1-5,6.0,9,5,5,4,2,1,0,0,0,0,1,0,9,12,0,5.83
4/15/2022,at,Lake Forest,L,3-10,6.0,11,10,8,3,4,1,1,1,2,0,1,0,9,13,0,9.33
4/15/2022,at,Lake Forest,L,3-11,4.0,10,11,10,7,1,1,0,0,0,0,0,0,9,14,0,17.5
4/16/2022,at,Beloit,W,13-4,7.0,6,4,4,2,1,2,0,0,0,0,0,0,10,14,0,4.0
4/16/2022,at,Beloit,W,9-4,7.0,4,4,2,5,0,0,0,0,0,0,1,0,11,14,0,2.0
4/23/2022,,Lawrence,W,9-1,6.0,4,1,1,3,2,1,0,1,0,0,1,0,12,14,0,1.17
4/23/2022,,Lawrence,W,8-0,5.0,1,0,0,1,1,0,0,0,0,0,0,0,13,14,0,0.0
4/24/2022,,Ripon,W,11-3,6.0,7,3,2,4,4,3,0,0,0,0,0,0,14,14,0,2.33
4/24/2022,,Ripon,W,6-5,9.0,14,5,4,1,3,5,0,1,1,0,1,0,15,14,0,3.11
4/28/2022,,Central (IA),L,0-9,5.0,8,9,4,4,0,2,0,0,2,0,1,0,15,15,0,5.6
4/28/2022,,Central (IA),L,3-9,7.0,9,9,7,6,1,2,0,0,1,0,1,0,15,16,0,7.0
4/30/2022,at,Cornell College,W,5-2,7.0,8,2,2,0,3,2,1,0,1,0,0,0,16,16,0,2.0
4/30/2022,at,Cornell College,W,10-5,7.0,10,5,5,3,3,2,0,0,0,0,1,0,17,16,0,5.0
5/1/2022,,Illinois Col.,W,8-7,7.0,8,7,7,4,2,3,0,1,1,0,1,0,18,16,0,7.0
5/1/2022,,Illinois Col.,L,7-11,7.0,20,11,11,1,1,4,0,1,0,0,1,0,18,17,0,11.0
5/7/2022,vs,Illinois Col.,L,6-10,6.0,11,10,9,5,1,3,0,1,1,0,0,0,18,18,0,10.5
5/7/2022,vs,Monmouth (Ill.),W,10-4,7.0,8,4,2,1,5,2,0,0,1,0,0,0,19,18,1,2.0
5/8/2022,at,Lake Forest,W,9-1,5.0,5,1,1,0,3,1,0,0,0,0,1,0,20,18,0,1.4
5/8/2022,vs,Illinois Col.,L,4-6,6.0,11,6,6,1,0,0,1,2,0,0,0,0,20,19,0,7.0
Total,,,,212-230,250.4,358,230,191,134,86,68,6,13,35,0,27,0,20,19,3,
