Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 22, 2005 (Tuesday)",,Home,Central,"Grinnell, IA",,,"W,77-70",
"November 26, 2005 (Saturday)",,Away,Ashford,"Clinton, IA",,,"W,78-57",
"November 27, 2005 (Sunday)",,Neutral,St. Ambrose,"Clinton, IA",,,"L,63-75",
"December 2, 2005 (Friday)",,Home,Beloit,"Grinnell, IA",,,"W,66-43",
"December 3, 2005 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"L,61-76",
"December 6, 2005 (Tuesday)",,Home,Luther,"Grinnell, IA",,,"L,67-82",
"December 10, 2005 (Saturday)",,Home,Cornell,"Grinnell, IA",,,"W,62-54",
"December 17, 2005 (Saturday)",,Away,Dana,"Blair, NE",,,"L,60-67",
"January 7, 2006 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"W,63-55",
"January 10, 2006 (Tuesday)",,Away,Monmouth,"Monmouth, IL",,,"L,57-74",
"January 13, 2006 (Friday)",,Away,Lawrence,"Appleton, WI",,,"L,77-83",
"January 14, 2006 (Saturday)",,Away,St. Norbert,"De Pere, WI",,,"L,39-48",
"January 18, 2006 (Wednesday)",,Home,Loras,"Grinnell, IA",,,"W,63-62",
"January 21, 2006 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"L,65-73",
"January 24, 2006 (Tuesday)",,Away,Knox,"Galesburg, IL",,,"W,77-60",
"January 27, 2006 (Friday)",,Home,Carroll,"Grinnell, IA",,,"L,48-64",
"January 28, 2006 (Saturday)",,Home,Lawrence,"Grinnell, IA",,,"L,54-61",
"January 31, 2006 (Tuesday)",,Home,Monmouth,"Grinnell, IA",,,"W,73-63",
"February 3, 2006 (Friday)",,Away,Ripon,"Ripon, WI",,,"L,60-77",
"February 4, 2006 (Saturday)",,Away,Beloit,"Beloit, WI",,,"L,45-65",
"February 11, 2006 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"L,73-79",
"February 15, 2006 (Wednesday)",,Home,Knox,"Grinnell, IA",,,"W,63-59",
"February 18, 2006 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,60-65",
