Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:37.23,"Fuller, Heagy, Boev, Cantor",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,3:41.24,"Fadden, Fuller, Heagy, Cantor",Darren Young Classic,"Feb 11, 2023"
,3:42.60,"James, Mendola, Milenge, Fuller",Grinnell Invitational,"Jan 28, 2023"
,3:42.66,"Boev, Robinson, Ching, Chestovich",Darren Young Classic,"Feb 11, 2023"
,3:42.76,"Walcher, Stefan, Boev, Cantor",Hilltop Invitational,"Jan 21, 2023"
,3:59.21,"Milenge, Goodell, Ramsey, Ching",Grinnell Opener,"Dec 9, 2022"
