Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Clawson, Ian",FR-1,16.60m,"54' 5.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,16.33m,"53' 7""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,16.32m,"53' 6.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,16.31m,"53' 6.25""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,16.30m,"53' 5.75""",Darren Young Classic,"Feb 11, 2023"
,"Clawson, Ian",FR-1,16.27m,"53' 4.5""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,16.25m,"53' 3.75""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,16.24m,"53' 3.5""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,16.06m,"52' 8.25""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,15.95m,"52' 4""",Grinnell Invitational,"Jan 28, 2023"
,"Clawson, Ian",FR-1,15.71m,"51' 6.5""",Grinnell Invitational,"Jan 28, 2023"
,"Clawson, Ian",FR-1,15.62m,"51' 3""",Hilltop Invitational,"Jan 21, 2023"
,"Clawson, Ian",FR-1,15.55m,"51' 0.25""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,15.51m,"50' 10.75""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,15.48m,"50' 9.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,15.40m,"50' 6.25""",Hilltop Invitational,"Jan 21, 2023"
,"Clawson, Ian",FR-1,15.35m,"50' 4.5""",Darren Young Classic,"Feb 11, 2023"
,"Clawson, Ian",FR-1,15.26m,"50' 0.75""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,15.24m,"50' 0""",Grinnell Invitational,"Jan 28, 2023"
,"Clawson, Ian",FR-1,15.11m,"49' 7""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,15.01m,"49' 3""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,14.95m,"49' 0.75""",Grinnell Invitational,"Jan 28, 2023"
,"Richter, Theo",JR-3,14.94m,"49' 0.25""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,14.93m,"48' 11.75""",Grinnell Opener,"Dec 9, 2022"
,"Richter, Theo",JR-3,14.88m,"48' 10""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Richter, Theo",JR-3,14.81m,"48' 7.25""",Grinnell Opener,"Dec 9, 2022"
,"Bean, Garret",SO-2,14.71m,"48' 3.25""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,14.67m,"48' 1.75""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,14.56m,"47' 9.25""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,14.53m,"47' 8""",Grinnell Opener,"Dec 9, 2022"
,"Richter, Theo",JR-3,14.52m,"47' 7.75""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,14.49m,"47' 6.5""",Grinnell Invitational,"Jan 28, 2023"
,"Richter, Theo",JR-3,14.39m,"47' 2.5""",Grinnell Opener,"Dec 9, 2022"
,"Richter, Theo",JR-3,14.39m,"47' 2.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Richter, Theo",JR-3,14.26m,"46' 9.5""",Hilltop Invitational,"Jan 21, 2023"
,"Clawson, Ian",FR-1,14.25m,"46' 9""",Grinnell Invitational,"Jan 28, 2023"
,"Bean, Garret",SO-2,14.23m,"46' 8.25""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,14.21m,"46' 7.5""",Darren Young Classic,"Feb 11, 2023"
,"Bean, Garret",SO-2,14.19m,"46' 6.75""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Bean, Garret",SO-2,14.17m,"46' 6""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Richter, Theo",JR-3,13.98m,"45' 10.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Bean, Garret",SO-2,13.92m,"45' 8""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Bean, Garret",SO-2,13.88m,"45' 6.5""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Richter, Theo",JR-3,13.85m,"45' 5.25""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,13.61m,"44' 8""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,13.59m,"44' 7""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Bean, Garret",SO-2,13.57m,"44' 6.25""",Grinnell Invitational,"Jan 28, 2023"
,"Bean, Garret",SO-2,13.50m,"44' 3.5""",Grinnell Invitational,"Jan 28, 2023"
,"Bean, Garret",SO-2,13.26m,"43' 6""",Grinnell Opener,"Dec 9, 2022"
,"Bean, Garret",SO-2,13.24m,"43' 5.25""",Grinnell Opener,"Dec 9, 2022"
,"Richter, Theo",JR-3,13.21m,"43' 4.25""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,13.13m,"43' 1""",Grinnell Opener,"Dec 9, 2022"
,"Bean, Garret",SO-2,13.05m,"42' 9.75""",Grinnell Opener,"Dec 9, 2022"
,"Richter, Theo",JR-3,13.04m,"42' 9.5""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,13.03m,"42' 9""",Grinnell Invitational,"Jan 28, 2023"
,"Bean, Garret",SO-2,13.02m,"42' 8.75""",Grinnell Invitational,"Jan 28, 2023"
,"Bean, Garret",SO-2,12.84m,"42' 1.5""",Grinnell Invitational,"Jan 28, 2023"
,"Richter, Theo",JR-3,12.73m,"41' 9.25""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,12.65m,"41' 6""",Grinnell Invitational,"Jan 28, 2023"
,"Bean, Garret",SO-2,12.36m,"40' 6.75""",Grinnell Opener,"Dec 9, 2022"
,"Bean, Garret",SO-2,12.25m,"40' 2.25""",Grinnell Opener,"Dec 9, 2022"
,"Bean, Garret",SO-2,11.67m,"38' 3.5""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,11.07m,"36' 4""",Hilltop Invitational,"Jan 21, 2023"
,"Clawson, Ian",FR-1,1.54m,"5' 0.75""",Grinnell Opener,"Dec 9, 2022"
