Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Clawson, Ian",FR-1,12.32m,"40' 5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,12.21m,"40' 0.75""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,12.13m,"39' 9.75""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,12.10m,"39' 8.5""",Darren Young Classic,"Feb 11, 2023"
,"Clawson, Ian",FR-1,12.06m,"39' 7""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,12.04m,"39' 6""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,12.00m,"39' 4.5""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,11.96m,"39' 3""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,11.91m,"39' 1""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,11.86m,"38' 11""",Darren Young Classic,"Feb 11, 2023"
,"Clawson, Ian",FR-1,11.65m,"38' 2.75""",Grinnell Opener,"Dec 9, 2022"
,"Clawson, Ian",FR-1,11.65m,"38' 2.75""",Grinnell Invitational,"Jan 28, 2023"
,"Clawson, Ian",FR-1,11.57m,"37' 11.5""",Darren Young Classic,"Feb 11, 2023"
,"Clawson, Ian",FR-1,11.31m,"37' 1.25""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,11.27m,"36' 11.75""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,11.12m,"36' 5.75""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,11.08m,"36' 4.25""",Grinnell Invitational,"Jan 28, 2023"
,"Clawson, Ian",FR-1,11.07m,"36' 4""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Clawson, Ian",FR-1,10.92m,"35' 10""",Grinnell Invitational,"Jan 28, 2023"
,"Clawson, Ian",FR-1,10.81m,"35' 5.75""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,10.69m,"35' 1""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Clawson, Ian",FR-1,10.69m,"35' 1""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,10.63m,"34' 10.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Bean, Garret",SO-2,10.11m,"33' 2""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Bean, Garret",SO-2,10.03m,"32' 11""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Bean, Garret",SO-2,9.93m,"32' 7""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Bean, Garret",SO-2,9.65m,"31' 8""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Chu, Travis",SO-2,9.61m,"31' 6.5""",Hilltop Invitational,"Jan 21, 2023"
,"Bean, Garret",SO-2,9.43m,"30' 11.25""",Darren Young Classic,"Feb 11, 2023"
,"Bean, Garret",SO-2,9.27m,"30' 5""",Darren Young Classic,"Feb 11, 2023"
,"Bean, Garret",SO-2,8.81m,"28' 11""",Darren Young Classic,"Feb 11, 2023"
,"Bean, Garret",SO-2,8.69m,"28' 6.25""",Grinnell Invitational,"Jan 28, 2023"
,"Chu, Travis",SO-2,8.47m,"27' 9.5""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Chu, Travis",SO-2,8.14m,"26' 8.5""",Darren Young Classic,"Feb 11, 2023"
,"Chu, Travis",SO-2,8.00m,"26' 3""",Darren Young Classic,"Feb 11, 2023"
,"Chu, Travis",SO-2,7.95m,"26' 1""",Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
,"Bean, Garret",SO-2,7.81m,"25' 7.5""",Grinnell Invitational,"Jan 28, 2023"
,"Chu, Travis",SO-2,7.55m,"24' 9.25""",Hilltop Invitational,"Jan 21, 2023"
,"Chu, Travis",SO-2,7.53m,"24' 8.5""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Chu, Travis",SO-2,7.42m,"24' 4.25""",Darren Young Classic,"Feb 11, 2023"
,"Chu, Travis",SO-2,7.39m,"24' 3""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
,"Bean, Garret",SO-2,7.00m,"22' 11.75""",Grinnell Invitational,"Jan 28, 2023"
,"Chu, Travis",SO-2,6.59m,"21' 7.5""",Liz Wuertz Indoor Meet,"Feb 18, 2023"
