Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 7, 2013 (Saturday)",1 pm,Home,Concordia University Chicago,"Lake Forest, IL",,,Benny Watters Community Day,"W,45-3",Box ScoreRecapPhotos
"September 14, 2013 (Saturday)",6 pm,Away,Lawrence University,"Appleton, WI",,,,"W,14-13",Box ScoreRecap
"September 21, 2013 (Saturday)",1 pm,Home,Grinnell College,"Lake Forest, IL",,,Heroes Day,"W,15-7",Box ScoreRecapPhotos
"September 28, 2013 (Saturday)",1 pm,Away,Knox College,"Galesburg, IL",,,,"W,14-7",Box ScoreRecap
"October 5, 2013 (Saturday)",1:30 pm,Home,Carroll University,"Lake Forest, IL",,,Homecoming,"W,14-13",Box ScoreRecap
"October 12, 2013 (Saturday)",1 pm,Away,Illinois College,"Jacksonville, IL",,,,"L,7-55",Box ScoreRecap
"October 19, 2013 (Saturday)",1 pm,Home,Monmouth College,"Lake Forest, IL",,,,"W,17-14",Box ScoreRecap
"October 26, 2013 (Saturday)",1 pm,Away,Cornell College,"Mount Vernon, IA",,,,"W,17-10",Box ScoreRecap
"November 2, 2013 (Saturday)",1 pm,Away,Ripon College,"Ripon, WI",,,,"L,14-27",Box ScoreRecap
"November 16, 2013 (Saturday)",12 pm,Home,St. Norbert College,"Lake Forest, IL",,,Senior Day/Parents Day,"W,31-3",Box ScoreRecap
