Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Olowu, Paige",SR-4,27.37,Liz Wuertz Invite,"Feb 19, 2022",NWI
,"Frasca, Athena",JR-3,27.69,Grinnell Holiday Indoor Triangular,"Dec 10, 2021",NWI
,"Edassery, Sonia",SO-2,27.87,Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
,"Crowe, Maile",FR-1,28.2,Liz Wuertz Invite,"Feb 19, 2022",NWI
,"Oden, Melanie",FR-1,29.2,Darren Young Invitational,"Feb 12, 2022",NWI
,"Reid, Sam",FR-1,29.99,Grinnell Holiday Indoor Triangular,"Dec 10, 2021",NWI
,"McClure, Erica",FR-1,31.19,Midwest Conference Indoor Championships,"Feb 25, 2022",NWI
