Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Renaud, Quinn",FR-1,3.82m,"12' 6.25""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Midlash, Nicholas",SO-2,3.36m,"11' 0.25""",2019 Dick Young Invite,"Apr 20, 2019"
,"Mohan, Luke",SO-2,3.35m,"10' 11.75""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Li, Frank",FR-1,3.00m,"9' 10""",2019 Viking Classic,"Apr 26, 2019"
,"Eagen, Sam",FR-1,3.00m,"9' 10""",2019 Viking Classic,"Apr 26, 2019"
