Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 8, 2022 (Tuesday)",7 p.m.,Home,Buena Vista University,"Grinnell, IA/Darby Gymnasium",,,"L,47-57",Box ScoreRecap
"November 12, 2022 (Saturday)",1 p.m.,Away,Nebraska Wesleyan University,"Lincoln, NE",,,"L,46-63",Box ScoreRecap
"November 14, 2022 (Monday)",5:30 p.m.,Home,Central Christian College of the Bible,"Grinnell, IA/Darby Gymnasium",,,"W,73-19",Box ScoreRecap
"November 16, 2022 (Wednesday)",6 p.m.,Away,Central College,"Pella, IA",,,"L,57-73",Box ScoreRecap
"November 19, 2022 (Saturday)",1 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,"W,67-63",Box ScoreRecap
"November 22, 2022 (Tuesday)",6 p.m.,Home,Mount Mercy University,"Grinnell, IA/Darby Gymnasium",,,"L,88-102(OT)",Box ScoreRecap
"November 29, 2022 (Tuesday)",5:30 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,"L,66-75",Box ScoreRecap
"December 3, 2022 (Saturday)",1 p.m.,Away,Lawrence University,"Appleton, WI",,,"L,44-54",Box ScoreRecap
"December 7, 2022 (Wednesday)",6 p.m.,Away,Cornell College,"Mount Vernon, IA",,,"L,47-56",Box ScoreRecap
"December 9, 2022 (Friday)",6 p.m.,Away,Waldorf (Iowa),"Forest City, IA",,,"W,57-45",Box ScoreRecap
"December 31, 2022 (Saturday)",3 p.m.,Home,Rockford University,"Grinnell, IA/Darby Gymnasium",,,"W,67-53",Box ScoreRecap
"January 3, 2023 (Tuesday)",1:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,"L,43-63",Box ScoreRecap
"January 7, 2023 (Saturday)",1 p.m.,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,"W,74-46",Box ScoreRecap
"January 11, 2023 (Wednesday)",5:30 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,"W,87-73",Box ScoreRecap
"January 17, 2023 (Tuesday)",5:30 p.m.,Away,Beloit College,"Beloit, WI",,,"W,57-50",Box ScoreRecap
"January 21, 2023 (Saturday)",1 p.m.,Away,Ripon College,"Ripon, WI",,,"L,50-64",Box ScoreRecap
"January 25, 2023 (Wednesday)",5:30 p.m.,Away,Knox College,"Galesburg, IL",,,"L,51-63",Box ScoreRecap
"January 28, 2023 (Saturday)",3 p.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,"L,52-55",Box ScoreRecap
"January 31, 2023 (Tuesday)",5:30 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,"W,56-44",Box ScoreRecap
"February 4, 2023 (Saturday)",1 p.m.,Away,Monmouth College,"Monmouth, IL",,,"L,49-54",Box ScoreRecap
"February 8, 2023 (Wednesday)",5:30 p.m.,Away,Illinois College,"Jacksonville, IL",,,"L,43-54",Box ScoreRecap
"February 14, 2023 (Tuesday)",5:30 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,"W,80-68",Box ScoreRecap
"February 18, 2023 (Saturday)",3 p.m.,Home,Lake Forest College (Senior Day),"Grinnell, IA/Darby Gymnasium",,,"W,78-75",Box ScoreRecap
