0,1,2,3,4,5
Grinnell College,,,,,
Evan Bunis,80.0,73.0,153.0,11.0,t-26th
John Zbaracki,101.0,102.0,203.0,61.0,71st
Owen Craven,108.0,98.0,206.0,64.0,72nd
