0,1,2,3,4,5
Grinnell College,,,,,
Evan Bunis#,80.0,78.0,158.0,14.0,t-26th
John Zbaracki#,117.0,104.0,221.0,77.0,102nd
Connor Headrick#,130.0,116.0,246.0,102.0,103rd
