Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 31, 2013 (Saturday)",9 a.m.,Away,Millikin University,"Decatur, IL",,,No team scores,RecapResults
"September 8, 2013 (Sunday)",9 a.m.,Neutral,Grinnell College,"Monmouth, IL",,,"L,0-9",RecapResults
"September 18, 2013 (Wednesday)",4 p.m.,Home,Monmouth College,"Jacksonville, IL/Bellatti Tennis Complex",,,"W,8-1",RecapResults
"September 19, 2013 (Thursday)",3 p.m.,Home,Millikin University,"Jacksonville, IL/Bellatti Tennis Complex",,,"W,6-3",RecapResults
"September 24, 2013 (Tuesday)",3 p.m.,Home,Knox College,"Jacksonville, IL/Bellatti Tennis Complex",,,"L,2-7",RecapResults
"September 26, 2013 (Thursday)",3 p.m.,Away,Millikin University,"Decatur, IL",,,"W,6-3",RecapResults
"September 28, 2013 (Saturday)",10 a.m.,Away,Blackburn College,"Carlinville, IL",,,"W,9-0",RecapResults
"October 7, 2013 (Monday)",4 p.m.,Home,Blackburn College,"Jacksonville, IL/Bellatti Tennis Complex",,,"W,9-0",RecapResults
"October 10, 2013 (Thursday)",1 p.m.,Away,Monmouth College,"Monmouth, IL",,,"W,8-1",RecapResults
"October 13, 2013 (Sunday)",9 a.m.,Neutral,Lake Forest College,"Monmouth, IL",,,"L,0-9",RecapResults
"October 13, 2013 (Sunday)",12 p.m.,Neutral,Cornell College,"Galesburg, IL",,,"L,0-9",RecapResults
"October 18, 2013 (Friday)",TBA,Neutral,Midwest Conference Championships,"Madison, WI",,,10th/11 teams,RecapResults
