Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 13, 1980 (Saturday)",,Away,Coe,"Cedar Rapids, IA",,,"W,8-1",
"September 17, 1980 (Wednesday)",,Home,Simpson,"Grinnell, IA",,,"L,4-5",
"September 20, 1980 (Saturday)",,Home,Luther,"Grinnell, IA",,,"L,3-6",
"September 24, 1980 (Wednesday)",,Away,William Penn University (Iowa),"Oskaloosa, IA",,,"L,3-6",
"September 26, 1980 (Friday)",,Away,Midwest Conference Meet,"Monmouth, IL",,,3rd/5 Teams,
"September 30, 1980 (Tuesday)",,Home,Coe,"Grinnell, IA",,,"W,8-1",
"October 4, 1980 (Saturday)",,Neutral,Northwestern,"Pella, IA",,,"W,8-1",
"October 4, 1980 (Saturday)",,Neutral,Simpson,"Pella, IA",,,"W,8-1",
"October 4, 1980 (Saturday)",,Away,Central,"Pella, IA",,,"L,1-8",
"October 8, 1980 (Wednesday)",,Home,William Penn,"Grinnell, IA",,,"L,4-5",
"October 11, 1980 (Saturday)",,Away,Iowa AIAW Division III Meet,"Decorah, IA",,,4th/10 Teams,
