Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2006 (Saturday)",,Home,Carleton,,,,"W,1-0",
"September 6, 2006 (Wednesday)",,Away,Loras,"Dubuque, IA",,,"T,0-0",
"September 9, 2006 (Saturday)",,Away,Gustavus Adolphus,"St. Peter, MN",,,"W,1-0",
"September 10, 2006 (Sunday)",,Neutral,Concordia-Moorhead,,,,"L,0-2",
"September 13, 2006 (Wednesday)",,Home,Cornell,,,,"W,4-0",
"September 19, 2006 (Tuesday)",,Away,Knox,"Galesburg, IL",,,"W,4-0",
"September 23, 2006 (Saturday)",,Away,Monmouth,"Monmouth, IL",,,"W,1-0",
"September 24, 2006 (Sunday)",,Home,Beloit,,,,"W,4-0",
"September 30, 2006 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,3-0",
"October 1, 2006 (Sunday)",,Home,Macalester,,,,"L,0-1",
"October 7, 2006 (Saturday)",,Away,Ripon,"Ripon, WI",,,"W,10-0",
"October 8, 2006 (Sunday)",,Away,Carroll,"Waukesha, WI",,,"W,2-0",
"October 14, 2006 (Saturday)",,Home,Lake Forest,,,,"W,3-1",
"October 25, 2006 (Wednesday)",,Away,Central,"Pella, IA",,,"W,1-0",
"October 28, 2006 (Saturday)",,Home,St. Norbert,,,,"W,4-0",
"October 29, 2006 (Sunday)",,Home,Lawrence,,,,"W,6-0",
"November 3, 2006 (Friday)",,Home,Lake Forest (MWC Tournament Semifinal),,,,"W,5-1",
"November 4, 2006 (Saturday)",,Home,Carroll (MWC Tournament Championship),,,,"W,3-0",
"November 11, 2006 (Saturday)",,Away,Augustana (NCAA Tournament First Round),"Rock Island, IL",,,"L,1-2",
