Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Hirakawa, Andy",SR,16.17,Central Open,"May 7, 2010",1.8
,"Hirakawa, Andy",SR,16.73,Kip Janvrin Open,"Apr 22, 2010",-2.4
,"Chavira, Trent",,16.75,Central Open,"May 7, 2010",1.8
,"Swanson, Greg",SR-4,17.15,Central Open,"May 7, 2010",1.8
,"McDonald, Tim",SR-4,17.19,Kip Janvrin Open,"Apr 22, 2010",-2.4
