Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Snyder, Joey",SR-4,55.11m,"180' 10""",Central College Last Chance Open,"May 19, 2010"
,"Snyder, Joey",SR-4,52.24m,"171' 5""",Spartan Open,"May 1, 2010"
,"Bradley, Marquis",SR,51.56m,"169' 2""",Kip Janvrin Open,"Apr 22, 2010"
,"Snyder, Joey",SR-4,51.18m,"167' 11""",Kip Janvrin Open,"Apr 22, 2010"
,"Snyder, Joey",SR-4,49.69m,"163' 0""",Central Open,"May 7, 2010"
,"Bradley, Marquis",SR,46.71m,"153' 3""",Central Open,"May 7, 2010"
,"Snyder, Joey",SR-4,45.83m,"150' 4""",Central Open,"May 7, 2010"
,"Bradley, Marquis",SR,45.82m,"150' 4""",Central Open,"May 7, 2010"
,"Bradley, Marquis",SR,45.76m,"150' 1""",Central Open,"May 7, 2010"
,"Brewer, Ben",,45.38m,"148' 11""",Spartan Open,"May 1, 2010"
,"Brewer, Ben",,45.31m,"148' 8""",Kip Janvrin Open,"Apr 22, 2010"
,"Brewer, Ben",,45.03m,"147' 9""",Central Open,"May 7, 2010"
,"Bradley, Marquis",SR,42.34m,"138' 11""",Central Open,"May 7, 2010"
,"Brewer, Ben",,41.63m,"136' 7""",Central Open,"May 7, 2010"
,"Brewer, Ben",,40.65m,"133' 4""",Central Open,"May 7, 2010"
,"Brewer, Ben",,39.20m,"128' 7""",2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,"Brewer, Ben",,38.97m,"127' 10""",Central Open,"May 7, 2010"
,"Brewer, Ben",,38.61m,"126' 8""",2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,"Brewer, Ben",,36.89m,"121' 0""",Central Open,"May 7, 2010"
