Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2017 (Friday)",3:00 p.m.,Home,Coe College,"Grinnell, IA",,,,"W,1-0",Box ScoreRecap
"September 2, 2017 (Saturday)",1:00 p.m.,Away,University of Dubuque,"Dubuque, IA",,,,"L,2-3",Box ScoreRecap
"September 5, 2017 (Tuesday)",4:30 p.m.,Home,Westminster College (MO),"Grinnell, IA",,,,"L,3-4",Box ScoreRecap
"September 9, 2017 (Saturday)",1:00 p.m.,Home,North Central College,"Grinnell, IA",,,,"L,2-3(OT)",Box ScoreRecap
"September 10, 2017 (Sunday)",1:00 p.m.,Away,Iowa Wesleyan University,"Mount Pleasant, IA",,,,"T,4-4(2 OT)",Box ScoreRecap
"September 13, 2017 (Wednesday)",7:00 p.m.,Away,Simpson College,"Indianola, IA",,,,"L,1-4",Box ScoreRecap
"September 16, 2017 (Saturday)",1:30 p.m.,Away,Nebraska Wesleyan University,"Lincoln, NE",,,,"L,0-1",Box ScoreRecap
"September 17, 2017 (Sunday)",2:00 p.m.,Home,Buena Vista University,"Grinnell, IA",,,,"W,2-1(2 OT)",Box ScoreRecap
"September 23, 2017 (Saturday)",1:30 p.m.,Home,Beloit College,"Grinnell, IA",,,,"W,3-0",Box ScoreRecap
"September 24, 2017 (Sunday)",1:30 p.m.,Home,Lake Forest College,"Grinnell, IA",,,,"L,4-5(2 OT)",Box ScoreRecap
"September 30, 2017 (Saturday)",3:30 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,2-0",Box ScoreRecap
"October 4, 2017 (Wednesday)",4:30 p.m.,Home,Cornell College,"Grinnell, IA",,,,"W,1-0",Box ScoreRecap
"October 7, 2017 (Saturday)",3:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"L,0-2",Box ScoreRecap
"October 14, 2017 (Saturday)",3:30 p.m.,Away,St. Norbert College,De Pere. WI,,,,"L,0-2",Box ScoreRecap
"October 15, 2017 (Sunday)",3:30 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,3-1",Box ScoreRecap
"October 21, 2017 (Saturday)",1:30 p.m.,Home,Ripon College,"Grinnell, IA",,,,"W,2-0",Box ScoreRecap
"October 28, 2017 (Saturday)",2:30 p.m.,Home,Monmouth College,"Grinnell, IA",,,,"W,2-1",Box ScoreRecap
"November 3, 2017 (Friday)",11:00 a.m.,Away,Knox College (Semifinal),"Galesburg, IL",,,2017 Midwest Conference Tournament,"W,3-2(OT)",Box ScoreRecap
"November 4, 2017 (Saturday)",2:00 p.m.,Neutral,Lake Forest College (Championship),"Galesburg, IL",,,2017 Midwest Conference Tournament,"L,0-2",Box ScoreRecap
