Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 30, 2011 (Friday)",9:00 a.m.,Away,USTA/ITA Midwest Regional Championship,"St. Peter, Minn.",,,,,
"October 1, 2011 (Saturday)",9:00 a.m.,Away,2011 Gustavus Fall Invite,"St. Peter, Minn.",,,,,Results
"February 4, 2012 (Saturday)",4:30 p.m.,Home,Saint Ambrose University (Iowa),"Grinnell, IA",,,,"W,9-0",Box Score
"February 18, 2012 (Saturday)",8:30 a.m.,Home,Olivet Nazarene University (Ill.),"Grinnell, IA",,,,"W,5-4",Box Score
"February 18, 2012 (Saturday)",4:30 p.m.,Home,Hastings College (Neb.),"Grinnell, IA",,,,"W,9-0",Box Score
"February 25, 2012 (Saturday)",9:00 a.m.,Home,Grinnell JV Tourney,"Grinnell, IA",,,,,Box Score
"February 25, 2012 (Saturday)",Noon,Neutral,Carroll University,"Dubuque, IA",,,,"W,7-2",Box Score
"February 25, 2012 (Saturday)",3:00 p.m.,Away,University of Dubuque,"Dubuque, IA",,,,"W,5-4",Box Score
"February 26, 2012 (Sunday)",11:00 a.m.,Neutral,Carleton College,"Rochester, MN",,,,"L,0-9",Box Score
"March 3, 2012 (Saturday)",9:30 a.m.,Away,Gustavus Adolphus College,"St. Peter, MN",,,,"L,0-9",Box Score
"March 3, 2012 (Saturday)",1:30 p.m.,Neutral,Elmhurst College,"St. Peter, MN",,,,"L,4-5",Box Score
"March 10, 2012 (Saturday)",1:00 p.m.,Away,Nebraska Wesleyan University,"Lincoln, NE",,,,"W,5-4",Box Score
"March 10, 2012 (Saturday)",11:00 a.m.,Away,Augustana College (IL),"Rock Island, IL",,,,"W,6-3",Box Score
"March 10, 2012 (Saturday)",2:00 p.m.,Neutral,University of Wisconsin-Oshkosh,"Rock Island, IL",,,,"W,6-3",Box Score
"March 18, 2012 (Sunday)",3:30 p.m.,Neutral,Oglethorpe University,"Orlando, FL",,,,"W,8-1",RecapBox Score
"March 19, 2012 (Monday)",TBA,Neutral,North Central College,"Orlando, FL",,,,"W,9-0",Box Score
"March 19, 2012 (Monday)",Noon,Neutral,Calvin College,"Orlando, FL",,,,"W,6-3",Box Score
"March 20, 2012 (Tuesday)",9:00 a.m.,Neutral,Hope College,"Orlando, FL",,,,"W,6-3",Box Score
"March 20, 2012 (Tuesday)",Noon,Neutral,Augustana College,"Orlando, FL",,,,"W,6-3",Box Score
"March 21, 2012 (Wednesday)",Noon,Neutral,Carthage College,"Orlando, FL",,,,"W,6-3",Box Score
"March 23, 2012 (Friday)",TBA,Neutral,Pacific University,"Orlando, FL",,,,"L,2-7",RecapBox Score
"March 30, 2012 (Friday)",2:00 p.m.,Away,Wheaton College,"Wheaton, IL",,,,"L,3-6",RecapBox Score
"March 31, 2012 (Saturday)",9:30 a.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,9-0",Box Score
"March 31, 2012 (Saturday)",12:30 p.m.,Neutral,Lake Forest College,"Jacksonville, IL",,,,"W,7-2",Box Score
"April 7, 2012 (Saturday)",9:30 a.m.,Home,Coe College,"Grinnell, IA/10th Avenue Courts",,,,"W,5-4",Box Score
"April 13, 2012 (Friday)",3:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,9-0",RecapBox Score
"April 13, 2012 (Friday)",3:30 p.m.,Neutral,Ripon College,"Green Bay, WI",,,,"W,8-1",Box Score
"April 14, 2012 (Saturday)",10:30 a.m.,Away,St. Norbert College,De Pere. WI,,,,"W,7-2",Box Score
"April 14, 2012 (Saturday)",3:30 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,8-1",RecapBox Score
"April 21, 2012 (Saturday)",11:00 a.m.,Home,Monmouth College,"Grinnell, IA/10th Avenue Courts",,,,"W,5-4",RecapBox Score
"April 22, 2012 (Sunday)",12:00 p.m.,Home,Luther College,"Grinnell, IA/10th Avenue Courts",,,,"L,3-6",RecapBox Score
"April 27, 2012 (Friday)",9:00 a.m.,Neutral,St. Norbert College (Semifinal),"Madison, WI",,,Midwest Conference Championships,"W,5-0",RecapBox Score
"April 27, 2012 (Friday)",1:00 p.m.,Neutral,Monmouth  (Championship),"Madison, WI",,,Midwest Conference Championships,"W,5-2",RecapBox Score
"April 28, 2012 (Saturday)",8:30 a.m.,Away,MWC Individual Championships,"Madison, WI",,,,1st of 9 Teams,RecapResults
"May 11, 2012 (Friday)",9:00 a.m.,Neutral,Coe College,"Whitewater, WI",,,2012 NCAA Men's Tennis Tournament,"L,1-5",RecapBox Score
