0,1,2,3,4,5
Grinnell College,296,298,594,+18,1st
Meilin Hoshino,70,74,144,E,1st
Amy Nguyen,72,73,145,+1,2nd
Vidushi Keni,75,76,151,+7,t-8th
Mary Li#,76,77,153,+9,11th
Kavya Keshav,79,75,154,+10,t-12th
Emily Lackershire,79,81,160,+16,t-31st
