Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 19, 1993 (Friday)",,Home,Mount St. Clare,"Grinnell, IA",,,"W,111-91",
"November 20, 1993 (Saturday)",,Home,Buena Vista,"Grinnell, IA",,,"L,110-123",
"November 27, 1993 (Saturday)",,Away,Principia,"Elsah, IL",,,"W,118-78",
"November 28, 1993 (Sunday)",,Away,Maryville,"St. Louis, MO",,,"W,93-91",
"December 3, 1993 (Friday)",,Away,Illinois College,"Jacksonville, IL",,,"W,128-124",
"December 4, 1993 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,109-106",
"December 10, 1993 (Friday)",,Home,Cornell,"Grinnell, IA",,,"W,83-80",
"January 5, 1994 (Wednesday)",,Away,William Penn,"Oskaloosa, IA",,,"W,102-98",
"January 8, 1994 (Saturday)",,Away,Northeastern Illinois,"Chicago, IL",,,"L,92-129",
"January 11, 1994 (Tuesday)",,Home,Barat,"Grinnell, IA",,,"W,114-100",
"January 14, 1994 (Friday)",,Away,Coe,"Cedar Rapids, IA",,,"L,68-73",
"January 22, 1994 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"L,131-134(2OT)",
"January 23, 1994 (Sunday)",,Home,Lake Forest,"Grinnell, IA",,,"W,107-104",
"January 29, 1994 (Saturday)",,Away,Carroll,"Waukesha, WI",,,"W,103-90",
"January 30, 1994 (Sunday)",,Away,Beloit,"Beloit, WI",,,"L,103-105",
"February 4, 1994 (Friday)",,Away,Monmouth,"Monmouth, IL",,,"L,107-108",
"February 8, 1994 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"L,84-101",
"February 11, 1994 (Friday)",,Home,Coe,"Grinnell, IA",,,"W,138-113",
"February 15, 1994 (Tuesday)",,Home,Monmouth,"Grinnell, IA",,,"W,118-91",
"February 18, 1994 (Friday)",,Home,Illinois College,"Grinnell, IA",,,"L,149-157",
"February 19, 1994 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,125-107",
