Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 13, 1985 (Friday)",,Away,St. Xavier,,,,"L,0-3",
"September 17, 1985 (Tuesday)",,Home,Aurora,,,,"W,3-2",
"September 20, 1985 (Friday)",6 pm,Neutral,St. Francis (Ill.),Benedictine,,,"L,0-2",
"September 20, 1985 (Friday)",8 pm,Neutral,St. Mary's (Ind.),Benedictine,,,"W,2-0",
"September 21, 1985 (Saturday)",10 am,Neutral,St. Ambrose,Benedictine,,,"L,1-2",
"September 21, 1985 (Saturday)",2 pm,Neutral,Wheaton (Ill.),Benedictine,,,"L,0-2",
"September 24, 1985 (Tuesday)",,Away,Wis.-Whitewater,,,,"L,0-3",
"September 27, 1985 (Friday)",,Away,Ripon,,,,"L,2-3",
"September 28, 1985 (Saturday)",,Home,Lawrence,,,,"W,3-0",
"October 1, 1985 (Tuesday)",6 pm,Neutral,Carroll,Wis.-Oshkosh,,,"W,2-1",
"October 1, 1985 (Tuesday)",8 pm,Away,Wis.-Oshkosh,,,,"L,1-2",
"October 5, 1985 (Saturday)",10 am,Neutral,Ill. Tech,Trinity Christian,,,"L,1-2",
"October 5, 1985 (Saturday)",12 pm,Away,Trinity Christian,,,,"W,2-0",
"October 5, 1985 (Saturday)",2 pm,Neutral,Huntington,Trinity Christian,,,"L,1-2",
"October 10, 1985 (Thursday)",,Home,North Park,,,,"W,3-0",
"October 12, 1985 (Saturday)",,Home,St. Norbert,,,,"W,3-1",
"October 15, 1985 (Tuesday)",,Home,Beloit,,,,"W,3-0",
"October 17, 1985 (Thursday)",,Away,Trinity Int'l.,,,,"W,3-0",
"October 19, 1985 (Saturday)",10 am,Home,National College of Education,,,,"W,2-1",
"October 19, 1985 (Saturday)",12 pm,Home,Concordia Chicago,,,,"W,2-0",
"October 19, 1985 (Saturday)",2 pm,Home,Chicago St.,,,,"L,0-2",
"October 22, 1985 (Tuesday)",,Away,Chicago,,,,"W,3-1",
"October 25, 1985 (Friday)",4 pm,Neutral,Ripon,Chicago,,,"L,1-2",
"October 25, 1985 (Friday)",6 pm,Neutral,St. Norbert,Chicago,,,"L,1-2",
"October 25, 1985 (Friday)",8 pm,Away,Chicago,,,,"W,2-0",
"October 26, 1985 (Saturday)",10 am,Neutral,Lawrence,Chicago,,,"W,2-0",
"October 26, 1985 (Saturday)",2 pm,Neutral,Beloit,Chicago,,,"W,2-0",
"October 30, 1985 (Wednesday)",,Home,Elmhurst,,,,"W,3-2",
"November 1, 1985 (Friday)",,Away,Monmouth,,,,"L,0-3",
"November 2, 1985 (Saturday)",,Neutral,St. Norbert,Monmouth,,,"L,1-3",
