Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2022 (Thursday)",7:00 pm,Away,University of Dubuque,"Dubuque, IA",,,,"L,0-3",Box Score
"September 3, 2022 (Saturday)",10:00 am,Home,University of Wisconsin-Whitewater,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,0-7",Box ScoreRecap
"September 5, 2022 (Monday)",7:30 pm,Away,Principia College,"St. Louis, MO",,,,"T,2-2",Box ScoreRecap
"September 7, 2022 (Wednesday)",4:00 pm,Home,Illinois Wesleyan University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,3-6",Box ScoreRecap
"September 10, 2022 (Saturday)",1:00 pm,Neutral,Webster University,"CRAWFORDSVILLE, IN",,,ROBBIE DREHER CLASSIC,"L,0-5",Box ScoreRecap
"September 11, 2022 (Sunday)",1:00 pm,Neutral,Fontbonne University,"CRAWFORDSVILLE, IN",,,ROBBIE DREHER CLASSIC,"T,3-3",Box ScoreRecap
"September 19, 2022 (Monday)",3:00 pm,Home,Coe College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,1-0",Box ScoreRecap
"September 23, 2022 (Friday)",3:00 pm,Home,Finlandia University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,3-4",Box ScoreRecap
"September 28, 2022 (Wednesday)",3:00 pm,Home,Augustana College (IL),"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,1-0",Box ScoreRecap
"October 1, 2022 (Saturday)",11:00 am,Away,Lake Forest College,"Lake Forest, IL",,,,"L,1-3",Box ScoreRecap
"October 5, 2022 (Wednesday)",4:30 pm,Away,Knox College,"Galesburg, IL",,,,"L,2-4",Box ScoreRecap
"October 8, 2022 (Saturday)",11:00 am,Home,Ripon College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,1-2",Box ScoreRecap
"October 11, 2022 (Tuesday)",3:00 pm,Home,Grinnell College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"L,1-3",Box ScoreRecap
"October 18, 2022 (Tuesday)",3:00 pm,Home,Illinois College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,1-0",Box ScoreRecap
"October 22, 2022 (Saturday)",11:00 am,Away,Beloit College,"Beloit, WI",,,,"L,1-2",Box ScoreRecap
"October 25, 2022 (Tuesday)",3:45 pm,Away,Cornell College,"Mount Vernon, IA",,,,"L,1-3",Box ScoreRecap
"October 29, 2022 (Saturday)",1:00 pm,Home,Lawrence University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,,"W,2-1",Box ScoreRecap
