0,1,2
POINTS,2,Coe (9/13/2016) Lawrence University (10/16/2016)
GOALS,1,Coe (9/13/2016) Illinois College (10/1/2016) Lawrence University (10/16/2016)
ASSISTS,1,Buena Vista (9/11/2016) Beloit College (9/24/2016) Illinois College (10/1/2016) Monmouth College (10/29/2016)
SHOTS,2,Augsburg (9/3/2016) Grand View Univ. (9/9/2016) Knox (11/5/2016)
SHOTS ON GOAL,2,Augsburg (9/3/2016) Grand View Univ. (9/9/2016) Knox (10/8/2016) Knox (11/5/2016)
SAVES,1,Concordia-Chicago (10/20/2016)
FOULS,3,Augsburg (9/3/2016) Central (9/7/2016)
CORNER KICKS,2,Simpson (9/1/2016) Augsburg (9/3/2016) Grand View Univ. (9/9/2016) Knox (11/5/2016)
