Statistic,High,Opponent
POINTS,14,Cornell College (9/29/2016)
GOALS,6,Cornell College (9/29/2016)
ASSISTS,2,Cornell College (9/29/2016) Ripon College (10/22/2016)
SHOTS,27,Lawrence University (10/16/2016)
SHOTS ON GOAL,14,Lawrence University (10/16/2016)
SAVES,9,Coe (9/13/2016) St. Norbert College (10/15/2016)
FOULS,13,Simpson (9/1/2016) Nebraska Wesleyan (9/17/2016)
CORNER KICKS,7,Monmouth College (10/29/2016)
