0,1,2
POINTS,13,Augsburg (9/3/2016)
GOALS,4,Augsburg (9/3/2016)
ASSISTS,5,Augsburg (9/3/2016)
SHOTS,21,Lake Forest (9/25/2016)
SHOTS ON GOAL,12,Augsburg (9/3/2016)
SAVES,13,Lawrence University (10/16/2016)
FOULS,16,Knox (10/8/2016)
CORNER KICKS,9,Augsburg (9/3/2016)
