0,1,2
POINTS,5,Ripon College (10/22/2016)
GOALS,2,Buena Vista (9/11/2016) Beloit College (9/24/2016) Ripon College (10/22/2016)
ASSISTS,1,Buena Vista (9/11/2016) Beloit College (9/24/2016) Cornell College (9/29/2016) Illinois College (10/1/2016) Ripon College (10/22/2016) Monmouth College (10/29/2016)
SHOTS,7,Ripon College (10/22/2016)
SHOTS ON GOAL,5,Coe (9/13/2016)
SAVES,9,Coe (9/13/2016) St. Norbert College (10/15/2016)
