0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
IWU Fall Classic,"Sept. 16-17, 2023",2,75-75=150,+6,t-12th/112
Preview to the DIII Championships,"Oct 1-2, 2023",2,79-78=157,+13,t-47th/90
SLIAC Women's Championship,"Oct 8-10, 2023",3,74-77-78=229,+13,3rd/54
2023 Golfweek October Classic,"Oct 15-17, 2023",3,78-77-79=234,+18,t-55th/120
Wartburg Spring Invite,"April 6-7, 2024",2,83-84=167,+27,t-10th/64
Kathy Niepagen Spring Fling,"April 13-14, 2024",2,77-79=156,+12,t-23rd/114
NCAA DIII Women's Golf Championship,"May 21-24, 2024",4,80-73-82-75=310,+22,t-43rd/150
SEASON TOTALS,SEASON TOTALS,18,1403 Avg. 77.9,+6,-
