0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,"Sep 9-10, 2023",2,74-72=146,+2,5th/98
IWU Fall Classic,"Sept. 16-17, 2023",2,78-83=161,+17,t-56th/112
Preview to the DIII Championships,"Oct 1-2, 2023",2,78-78=156,+12,t-37th/90
SLIAC Women's Championship,"Oct 8-10, 2023",3,79-77-77=233,+17,7th/54
Wartburg Spring Invite,"April 6-7, 2024",2,84-88=172,+32,21st/64
NCAA DIII Women's Golf Championship,"May 21-24, 2024",4,78-80-74-78=310,+22,t-43rd/150
SEASON TOTALS,SEASON TOTALS,15,1178 Avg. 78.5,+7,-
