0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Iowa Central Dual,"Sep 30, 2023",1,80,+9,4th/10
SLIAC Women's Championship,"Oct 8-10, 2023",3,74-77-81=232,+16,t-5th/54
Wartburg Spring Invite,"April 6-7, 2024",2,90-86=176,+36,t-28th/64
Kathy Niepagen Spring Fling,"April 13-14, 2024",2,80-80=160,+16,t-34th/114
NCAA DIII Women's Golf Championship,"May 21-24, 2024",4,81-85-71-84=321,+33,64th/150
SEASON TOTALS,SEASON TOTALS,12,969 Avg. 80.8,+9,-
