0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,"Sep 9-10, 2023",2,77-73=150,+6,t-10th/98
IWU Fall Classic,"Sept. 16-17, 2023",2,77-72=149,+5,t-9th/112
Preview to the DIII Championships,"Oct 1-2, 2023",2,75-73=148,+4,t-9th/90
SLIAC Women's Championship,"Oct 8-10, 2023",3,71-66-75=212,-4,1st/54
2023 Golfweek October Classic,"Oct 15-17, 2023",3,74-75-74=223,+7,t-12th/120
Wartburg Spring Invite,"April 6-7, 2024",2,86-79=165,+25,t-7th/64
SEASON TOTALS,SEASON TOTALS,14,1047 Avg. 74.8,+3,-
