0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Fall Invite,"Sep 9-10, 2023",2,77-78=155,+11,t-30th/98
IWU Fall Classic,"Sept. 16-17, 2023",2,79-77=156,+12,t-34th/112
Iowa Central Dual,"Sep 30, 2023",1,83,+12,6th/10
SLIAC Women's Championship,"Oct 8-10, 2023",3,79-82-78=239,+23,11th/54
2023 Golfweek October Classic,"Oct 15-17, 2023",3,88-77-78=243,+27,t-95th/120
Wartburg Spring Invite,"April 6-7, 2024",2,84-90=174,+34,t-23rd/64
SEASON TOTALS,SEASON TOTALS,13,1050 Avg. 80.8,+9,-
