0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Iowa Central Dual,"Sep 30, 2023",1,77,+6,t-2nd/10
SLIAC Women's Championship,"Oct 8-10, 2023",3,81-82-82=245,+29,15th/54
Wartburg Spring Invite,"April 6-7, 2024",2,90-78=168,+28,t-12th/64
SEASON TOTALS,SEASON TOTALS,6,490 Avg. 81.7,+11,-
