Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 5, 2015 (Saturday)",1:00 pm,Away,Carleton,"Northfield, Minn.",,,"L,12-27",Box ScoreRecap
"September 12, 2015 (Saturday)",7:00 pm,Home,Hamline,"St. Paul, Minn./ Macalester Stadium",,,"L,10-27",Box ScoreRecap
"September 26, 2015 (Saturday)",1:00 pm,Home,Grinnell,"St. Paul, Minn./ Macalester Stadium",,,"W,41-13",Box ScoreRecap
"October 3, 2015 (Saturday)",1:00 pm,Away,Knox,"Galesburg, Ill.",,,"W,46-19",Box ScoreRecap
"October 10, 2015 (Saturday)",1:00 pm,Home,Ripon,"St. Paul, Minn./ Macalester Stadium",,,"L,0-23",Box ScoreRecap
"October 17, 2015 (Saturday)",1:00 pm,Home,Beloit,"St. Paul, Minn./ Macalester Stadium",,,"W,28-14",Box ScoreRecap
"October 24, 2015 (Saturday)",1:00 pm,Away,Lawrence,"Appleton, Wis.",,,"W,35-7",Box ScoreRecap
"October 31, 2015 (Saturday)",1:00 pm,Away,Carroll,"Waukesha, Wis.",,,"L,21-25",Box ScoreRecap
"November 7, 2015 (Saturday)",1:00 pm,Home,St. Norbert,"St. Paul, Minn./ Macalester Stadium",,,"L,16-25",Box ScoreRecap
"November 14, 2015 (Saturday)",1:00 pm,Home,Cornell College,"St. Paul, Minn./ Macalester Stadium",,,"L,22-25",Box ScoreRecap
