Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Galowitz, Kylie",SO-2,41.90m,"137' 6""",Midwest Conference Outdoor Championships,"May 10, 2024"
,"Strovers, Maddy",SO-2,39.68m,"130' 2""",Grinnell College Dick Young Classic,"Apr 20, 2024"
